Order,Family,Genus,Species,spawningMode,FemaleSize_mm,sizeType,eggSize_mm,typeOfWork_eggSize,timeToEggMeasurement_months,Location,Date,sampleSize,Fertilized,Live,Latitude,Longitude,ReferencePdf,lnSize,lnEggSize,absLatitude
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,771.178,TL,1.371,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.647919216,0.315540401,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,773.029,TL,1.3606,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.650316564,0.307925779,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,802.229,TL,1.2684,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.687394103,0.237756264,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,802.273,TL,1.2746,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.687448949,0.242632404,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,801.354,TL,1.2807,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.686302797,0.247406803,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,801.43,TL,1.2912,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.686397632,0.255572019,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,781.172,TL,1.2875,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.660795356,0.252702354,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,761.127,TL,1.3133,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.63480023,0.272543054,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,761.517,TL,1.234,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.635312496,0.210260925,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,710.431,TL,1.2303,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.565871828,0.207258042,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,701.516,TL,1.3298,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.553243708,0.285028555,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,753.14,TL,1.4079,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.624251133,0.342099232,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,753.295,TL,1.4294,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.624456917,0.357254776,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,733.601,TL,1.3704,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.597965284,0.315102668,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,730.702,TL,1.3692,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.594005716,0.314226628,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,720.393,TL,1.4091,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.579796896,0.342951203,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,711.621,TL,1.395,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.567545466,0.332894415,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,692.53,TL,1.4195,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.540351558,0.350304697,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,711.345,TL,1.3569,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.567157544,0.305202686,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,670.856,TL,1.3532,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.508554509,0.302472158,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,610.628,TL,1.2843,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.414487936,0.250213823,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,612.04,TL,1.3464,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.41679764,0.297434364,63.548692
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,531.772,TL,1.3039,,NA,Coastal Iceland,1996,14,FALSE,TRUE,63.548692,-22.584796,marteinsdottir_g_2002_m235_235.pdf,6.276214826,0.265359773,63.548692
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,617.172,TL,1.4386,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.425147753,0.363670418,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,597.792,TL,1.4494,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.393242867,0.371149678,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,567.553,TL,1.3685,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.341334137,0.313715249,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,537.694,TL,1.4159,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.287289625,0.347765371,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,538.282,TL,1.4159,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.288382586,0.347765371,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,527.114,TL,1.4189,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.267416844,0.349881924,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,548.178,TL,1.3809,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.306600052,0.322735461,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,527.279,TL,1.4747,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.26772982,0.388454579,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,527.823,TL,1.4599,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.268761,0.37836794,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,487.852,TL,1.4698,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.190012081,0.385126337,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,477.327,TL,1.491,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.168201791,0.399447036,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,497.176,TL,1.4397,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.208944088,0.364434759,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,487.793,TL,1.4496,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.189891136,0.371287656,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,517.085,TL,1.409,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.248207271,0.342880233,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,528.172,TL,1.3784,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.269421988,0.320923406,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,517.591,TL,1.3809,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.249185355,0.322735461,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,507.588,TL,1.3799,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.229670095,0.322011033,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,508.088,TL,1.3498,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.230654661,0.299956433,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,518.056,TL,1.3394,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.250083345,0.292221752,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,518.056,TL,1.3389,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.250083345,0.291848381,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,497,TL,1.3799,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.208590026,0.322011033,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,487.643,TL,1.3987,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.189583581,0.335543234,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,487.637,TL,1.3967,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.189571277,0.334112311,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,487.562,TL,1.371,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.189417462,0.315540401,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,478.178,TL,1.3804,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.169983048,0.322373312,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,477.084,TL,1.4086,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.167692576,0.342596303,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,477.736,TL,1.4303,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.169058279,0.357884212,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,467.174,TL,1.4392,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.146701779,0.364087404,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,467.588,TL,1.38,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.147587566,0.322083499,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,457.61,TL,1.3879,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.126017293,0.327791813,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,457.61,TL,1.3874,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.126017293,0.327431492,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,458.147,TL,1.37,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.127190093,0.31481074,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,457.529,TL,1.3597,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.125840271,0.307264087,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,448.056,TL,1.3395,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.104918225,0.29229641,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,467.675,TL,1.4096,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.14777361,0.343305976,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,467.671,TL,1.4086,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.147765057,0.342596303,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,447.115,TL,1.419,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.102815832,0.349952398,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,446.619,TL,1.4506,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.101705882,0.371977264,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,446.618,TL,1.4501,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.101703643,0.37163252,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,437.119,TL,1.4205,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.080205469,0.351008922,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,427.732,TL,1.4289,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.058496831,0.356904917,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,447.665,TL,1.4061,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.104045185,0.340819915,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,447.664,TL,1.4057,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.104042951,0.340535399,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,437.646,TL,1.3997,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.081410364,0.336257928,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,437.643,TL,1.3987,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.08140351,0.335543234,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,437.619,TL,1.3904,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.081348669,0.329591476,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,448.176,TL,1.38,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.105186012,0.322083499,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,447.559,TL,1.37,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.103808373,0.31481074,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,437.559,TL,1.37,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.081211554,0.31481074,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,418.436,TL,1.4684,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.036523951,0.384173373,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,417.842,TL,1.4664,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.035103371,0.382810418,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,417.235,TL,1.46,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.033649612,0.378436436,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,417.205,TL,1.4496,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.033577708,0.371287656,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,407.736,TL,1.4304,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.010619906,0.357954125,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,396.59,TL,1.4408,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.982903001,0.365198515,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,397.264,TL,1.4699,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.984601047,0.385194371,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,418.647,TL,1.34,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.037028083,0.292669614,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,418.089,TL,1.3504,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.035694329,0.300400845,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,418.117,TL,1.3602,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.035761298,0.307631748,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,417.588,TL,1.38,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.034495301,0.322083499,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,407.08,TL,1.4072,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.009009726,0.341601914,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,407.076,TL,1.4057,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.0089999,0.340535399,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,387.645,TL,1.3993,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.960089972,0.335972112,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,377.675,TL,1.4097,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.934034037,0.343376916,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,377.675,TL,1.4097,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.934034037,0.343376916,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,377.149,TL,1.4309,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.932640335,0.358303617,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,377.726,TL,1.427,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.934169065,0.355574338,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,407.588,TL,1.38,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.01025686,0.322083499,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,407.559,TL,1.37,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,6.010185707,0.31481074,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,388.175,TL,1.3795,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.961456269,0.321721115,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,388.176,TL,1.38,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.961458845,0.322083499,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,387.616,TL,1.3894,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.960015159,0.328871999,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,388.155,TL,1.3726,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.961404744,0.316706751,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,388.126,TL,1.3627,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.961330029,0.309468026,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,388.088,TL,1.3498,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.961232118,0.299956433,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,377.501,TL,1.3504,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.933573218,0.300400845,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,378.733,TL,1.3692,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.936831471,0.314226628,57.909452
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,378.03,TL,1.3302,,NA,West and north of Scotland,1986 - 1987 March,50 eggs per female,FALSE,FALSE,57.909452,-3.354753,hislop_jrg_1988_j32_923.pdf,5.934973558,0.285329307,57.909452
