Order,Family,Genus,Species,spawningMode,FemaleSize_mm,sizeType,eggSize_mm,typeOfWork_eggSize,timeToEggMeasurement_months,Location,Date,sampleSize,Fertilized,Live,Latitude,Longitude,ReferencePdf,lnSize,lnEggSize,absLatitude
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,571.492,TL,0.929502,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.348250485,-0.07310632,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,576.715,TL,0.8971016,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.35734821,-0.108586157,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,580.987,TL,0.8692216,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.364728381,-0.14015718,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,568.643,TL,0.8307519,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.343252821,-0.185424085,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,535.886,TL,0.8291715,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.283921452,-0.187328269,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,545.381,TL,0.8970318,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.301484633,-0.108663966,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,538.734,TL,0.9022934,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.289221943,-0.102815535,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,546.33,TL,0.9286922,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.303223189,-0.073977919,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,541.108,TL,0.9550625,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.293618889,-0.045978496,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,550.603,TL,0.9709127,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.311014041,-0.029518722,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,551.078,TL,0.9844817,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.31187636,-0.015639969,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,545.856,TL,0.9920077,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.302355205,-0.00802441,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,546.33,TL,1.0070842,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.303223189,0.007059225,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,535.886,TL,1.0115835,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.283921452,0.011516925,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,540.158,TL,1.0025478,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.291861689,0.00254456,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,531.138,TL,0.991975,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.275021874,-0.008057374,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,521.168,TL,0.9934603,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.256072447,-0.006561178,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,521.643,TL,0.9791397,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.256983446,-0.02108095,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,521.168,TL,0.9851688,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.256072447,-0.014942282,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,525.441,TL,0.9648266,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.26423791,-0.035806883,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,531.613,TL,0.9784082,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.275915781,-0.021828314,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,543.007,TL,0.9754184,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.297122211,-0.024888772,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,541.583,TL,0.9852143,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.294496333,-0.014896098,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,534.936,TL,0.9791693,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.282147114,-0.02105072,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,505.027,TL,0.9504595,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.224611893,-0.050809727,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,505.976,TL,0.9572456,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.226489237,-0.043695285,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,505.501,TL,0.9662897,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.225550017,-0.034291593,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,509.299,TL,0.9776047,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.23303527,-0.022649883,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,505.501,TL,0.9828726,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.225550017,-0.01727577,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,505.027,TL,0.9791027,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.224611893,-0.021118739,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,505.976,TL,0.9971953,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.226489237,-0.002808641,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,520.694,TL,0.8947155,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.255162537,-0.111249488,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,510.724,TL,0.8909245,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.235829327,-0.115495591,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,510.249,TL,0.9120289,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.234898842,-0.092083601,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,497.905,TL,0.9089864,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.210409296,-0.095425146,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,491.259,TL,0.917263,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.196971484,-0.086361043,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,481.289,TL,0.8230197,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.176467921,-0.194775142,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,475.592,TL,0.7898412,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.164560344,-0.235923366,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,451.379,TL,0.8380285,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.112307341,-0.17670317,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,468.471,TL,0.8606796,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.1494742,-0.150032969,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,441.41,TL,0.9427802,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.089974149,-0.058922109,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,516.421,TL,1.0130477,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.246922324,0.012963312,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,515.946,TL,1.025107,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.246002109,0.024796997,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,510.724,TL,1.0198189,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.235829327,0.019625063,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,507.4,TL,1.0258417,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.229299647,0.025513446,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,500.279,TL,1.0348711,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.215165943,0.034276878,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,496.481,TL,1.0250636,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.207545215,0.024754659,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,515.471,TL,1.0492265,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.245081046,0.048053226,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,508.35,TL,1.0552408,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.231170187,0.053768987,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,511.673,TL,1.0627859,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.237685749,0.060893668,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,511.198,TL,1.0733376,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.236756991,0.070773046,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,516.421,TL,1.0756105,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.246922324,0.072888407,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,501.229,TL,1.0785918,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.217063082,0.075656301,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,496.481,TL,1.0898877,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.207545215,0.086074663,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,496.481,TL,1.0748124,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.207545215,0.072146135,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,496.006,TL,1.052952,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.206588023,0.051597648,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,476.067,TL,1.0491388,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.165558601,0.047969637,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,486.036,TL,1.0830806,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.186282695,0.079809388,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,481.289,TL,1.115482,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.176467921,0.109286598,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,476.541,TL,1.1207478,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.166553763,0.113996141,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,486.511,TL,1.0114736,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.187259512,0.011408277,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,470.844,TL,1.0016397,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.154526829,0.001638357,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,474.642,TL,0.9775274,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.162560836,-0.022728957,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,450.905,TL,0.9691832,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.111256674,-0.031301624,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,451.379,TL,0.9933049,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.112307341,-0.006717613,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,477.016,TL,1.0679851,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.167550033,0.065773789,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,471.794,TL,1.0672197,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.15654245,0.065056856,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,453.277,TL,1.0656709,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.116503418,0.063604554,43.448055
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,451.379,TL,1.0536064,,NA,"Off the coast of Galicia, Spain",1999 - 2004,35 eggs per female,FALSE,FALSE,43.448055,-9.098964,mehault_s_2010_f104_111.pdf,6.112307341,0.052218946,43.448055
Gadiformes,Phycidae,Urophycis,Urophycis chuss,pelagic,NA,,0.74,Field,NA,"Off Gloucester, Massachusetts, USA",Before 1932,,TRUE,TRUE,42.576387,-70.68073,hildebrand_sf_1938_b48_505.pdf,NA,-0.301105093,42.576387
Gobiesociformes,Gobiesocidae,Apletodon,Apletodon dentatus,demersal,NA,,0.85,,NA,"Bay ofBrest, Brittany, France",Before 2000,,TRUE,FALSE,48.339816,-4.484969,breining_t_2000_j56_1129.pdf,NA,-0.162518929,48.339816
Gobiesociformes,Gobiesocidae,Diplecogaster,Diplecogaster bimaculata,demersal,NA,,0.86,,NA,"Bay ofBrest, Brittany, France",Before 2000,,TRUE,FALSE,48.339816,-4.484969,breining_t_2000_j56_1129.pdf,NA,-0.15082289,48.339816
Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster lepadogaster,demersal,NA,,1.3,,NA,"Bay ofBrest, Brittany, France",Before 2000,,TRUE,FALSE,48.339816,-4.484969,breining_t_2000_j56_1129.pdf,NA,0.262364264,48.339816
Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster lepadogaster,demersal,NA,,1.9,Field/Lab,2,"Alpertuche beach, Arrabida Marine Park, Portugal",2006 June,,TRUE,TRUE,38.457686,-8.982122,tojeira_i_2012_e93_449.pdf,NA,0.641853886,38.457686
Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster purpurea,demersal,NA,,1.8,Field/Lab,2,"Alpertuche beach, Arrabida Marine Park, Portugal",2006 March,,TRUE,TRUE,38.457686,-8.982122,tojeira_i_2012_e93_449.pdf,NA,0.587786665,38.457686
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.556008327,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.586972008,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.700526595,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.355922948,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.611966348,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.491077985,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.687305944,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.374975753,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.771029284,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.260028924,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.748987701,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.289032716,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.644233253,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.439694424,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.839693949,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.1747178,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.713266225,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.337900541,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.874359046,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.13426418,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.921711653,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.081522845,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.906473951,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.098192985,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,NA,,0.771029284,Field,NA,"Isles of Scilly, UK",Before 1970,1,TRUE,TRUE,49.928466,-6.253909,hickling_cf_1970_j50_609.pdf,NA,-0.260028924,49.928466
Mugiliformes,Mugilidae,Chelon,Chelon ramada,pelagic,NA,,0.45707815,Field,NA,"River Tamar, UK",Before 1970,1,TRUE,TRUE,50.312777,-4.14809,hickling_cf_1970_j50_609.pdf,NA,-0.782900896,50.312777
Mugiliformes,Mugilidae,Chelon,Chelon ramada,pelagic,NA,,0.45707815,Field,NA,"River Tamar, UK",Before 1970,1,TRUE,TRUE,50.312777,-4.14809,hickling_cf_1970_j50_609.pdf,NA,-0.782900896,50.312777
Osmeriformes,Argentinidae,Argentina,Argentina sphyraena,pelagic,NA,,1.77,,NA,South-west coast of the Isle of Man,1993 April - May,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.570979547,54.090349
Osmeriformes,Osmeridae,Mallotus,Mallotus villosus,demersal,NA,,0.69,,NA,"Eastem Newfoundland, Canada",1988 June,,TRUE,TRUE,49.65,-52.683,chambers_rc_1989_f87_515.pdf,NA,-0.371063681,49.65
Perciformes,Acanthuridae,Acanthurus,Acanthurus coeruleus,pelagic,NA,,0.67,,NA,"La parguera reef, Puerto Rico",1976 - 1980,,TRUE,TRUE,17.908216,-66.955954,colin_pl_1988_b43_249.pdf,NA,-0.400477567,17.908216
Perciformes,Acanthuridae,Acanthurus,Acanthurus tractus,pelagic,NA,,0.67,,NA,"La parguera reef, Puerto Rico",1976 - 1980,,TRUE,TRUE,17.908216,-66.955954,colin_pl_1988_b43_249.pdf,NA,-0.400477567,17.908216
Perciformes,Acropomatidae,Synagrops,Synagrops trispinosus,pelagic,NA,,0.76,,NA,"Between Barranquilla and Santa Maria, Colombia",1985 May,,FALSE,FALSE,11.11667,-74.36667,garzon_jf_1986_j33_316.pdf,NA,-0.274436846,11.11667
Perciformes,Ammodytidae,Ammodytes,Ammodytes hexapterus,demersal,NA,,0.825,Field,NA,"Long Island, New York, United States",1962 November - 1963 March,70,TRUE,TRUE,40.622285,-73.034817,williams_gc_1964_c1964_242.pdf,NA,-0.192371893,40.622285
Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,demersal,NA,,0.9,,NA,"Seto Inland Sea, Japan",1962 - 1965,,TRUE,TRUE,34.074341,133.289174,senta_t_1965_b31_511.pdf,NA,-0.105360516,34.074341
Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,demersal,NA,,5,Field,NA,"southeast of Long Beach, Vancouver island, BC, Canada",1976 June 12,,TRUE,TRUE,48.93,-125.72,marliave_jb_1981_f78_959.pdf,NA,1.609437912,48.93
Perciformes,Apogonidae,Apogon,Apogon maculatus,mouth brooder,NA,,0.24,,NA,"The Bahamas, multiple stations between San Salvador island and Acklins island",1964 - 1968,,TRUE,FALSE,23.26897,-74.525162,charney_p_1976_c1976_198.pdf,NA,-1.427116356,23.26897
Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus macrodon,mouth brooder,180,SL,0.6,,NA,"Gulf of Aqaba, Red Sea",,,FALSE,FALSE,28.812433,34.718195,fishelson_l_2008_e81_397.pdf,5.192956851,-0.510825624,28.812433
