Class,Order,Family,Genus,Species,Saltwater,"Offspring wet weight, g","Adult wet weight, g"
Actinopterygii,Stomiiformes,Stomiidae,Chauliodus,macouni,1,0.013442056,251.5375504
Actinopterygii,Stomiiformes,Stomiidae,Stomias,atriventer,1,0.000381704,156.25
Actinopterygii,Stomiiformes,Stomiidae,Tactostoma,macropus,1,0.001646313,403.5360431
Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,commersonii,1,0.003591372,40960
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,breviceps,1,0.002144666,33.75
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,comes,1,0.001436758,65.392038
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,erectus,1,0.00176715,68.59
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,fuscus,1,0.003053635,29.85983763
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,hippocampus,1,0.002144666,33.75
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,trimaculatus,1,0.000381704,106.48
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,whitei,1,0.003053635,21.97
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,zosterae,1,0.001150349,1.25
Actinopterygii,Syngnathiformes,Syngnathidae,Nerophis,lumbriciformis,1,0.001150349,40.96
Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,phlegon,1,0.001288252,80
Actinopterygii,Tetraodontiformes,Balistidae,Balistes,capriscus,1,4.77E-05,2160
Actinopterygii,Tetraodontiformes,Balistidae,Xanthichthys,mento,1,6.95E-05,270
Actinopterygii,Tetraodontiformes,Molidae,Mola,mola,1,0.001150349,369260.37
Actinopterygii,Tetraodontiformes,Monacanthidae,Nelusetta,ayraud,1,0.000113098,10000
Actinopterygii,Tetraodontiformes,Monacanthidae,Oxymonacanthus,longirostris,1,0.000179595,17.28
Actinopterygii,Tetraodontiformes,Monacanthidae,Paramonacanthus,japonicus,1,9.20E-05,17.28
Actinopterygii,Tetraodontiformes,Ostraciidae,Acanthostracion,quadricornis,1,0.000153633,1663.75
Actinopterygii,Tetraodontiformes,Tetraodontidae,Canthigaster,valentini,1,0.000179595,13.31
Actinopterygii,Zeiformes,Zeidae,Zenopsis,nebulosa,1,0.0041888,3430
